"team","location","result","events","Expected Goals (xG)","Ball Possession","Total shots","Shots on target","Corner Kicks","Yellow Cards","Shots off target","Offsides","Free Kicks","Throw-ins","Fouls","Goalkeeper Saves","Blocked Shots","Red Cards"
"Sheffield Utd","away","loss","[{""time"":68,""event"":""goal""},{""time"":73,""event"":""foul""},{""time"":91,""event"":""foul""}]","0.61","40%","5","2","4","2","3","1","10","12","10","3",,
"Manchester Utd","home","win","[{""time"":89,""event"":""foul""},{""time"":93,""event"":""goal""},{""time"":97,""event"":""goal""}]","1.16","64%","21","8","7","0","13","4","19","33","10","2",,
"Brentford","away","loss","[{""time"":10,""event"":""foul""},{""time"":26,""event"":""goal""},{""time"":48,""event"":""foul""},{""time"":65,""event"":""foul""},{""time"":67,""event"":""foul""},{""time"":79,""event"":""foul""}]","0.97","36%","11","3","5","5","8","1","14","14","17","6",,
"Luton","home","loss","[{""time"":19,""event"":""foul""},{""time"":34,""event"":""foul""}]","0.80","33%","12","2","5","2","10","4","11","22","16","3",,"0"
"Tottenham","away","win","[{""time"":38,""event"":""foul""},{""time"":49,""event"":""foul""},{""time"":52,""event"":""goal""},{""time"":68,""event"":""foul""}]","2.27","67%","15","4","6","3","11","4","20","29","7","2",,"1"
"Luton","home","loss","[{""time"":36,""event"":""foul""},{""time"":59,""event"":""foul""},{""time"":84,""event"":""goal""},{""time"":92,""event"":""foul""},{""time"":93,""event"":""foul""}]","1.26","49%","18","3","6","4","15","3","9","27","14","2",,
"Burnley","away","win","[{""time"":47,""event"":""goal""},{""time"":66,""event"":""foul""},{""time"":85,""event"":""goal""},{""time"":94,""event"":""foul""}]","0.96","51%","14","4","6","2","10","3","17","20","6","2",,
"Fulham","home","loss","[{""time"":57,""event"":""foul""}]","1.08","56%","10","3","8","1","7","2","11","21","15","2",,
"Chelsea","away","win","[{""time"":18,""event"":""goal""},{""time"":19,""event"":""goal""},{""time"":34,""event"":""foul""},{""time"":55,""event"":""foul""},{""time"":68,""event"":""foul""},{""time"":87,""event"":""foul""}]","1.73","44%","11","4","1","4","7","4","14","17","12","3",,
"Nottingham","home","draw","[{""time"":8,""event"":""foul""},{""time"":30,""event"":""foul""},{""time"":56,""event"":""foul""},{""time"":65,""event"":""goal""},{""time"":68,""event"":""foul""}]","0.42","41%","6","1","1","3","5","2","11","20","6","4",,"1"
"Brentford","away","draw","[{""time"":2,""event"":""foul""},{""time"":58,""event"":""goal""},{""time"":88,""event"":""foul""}]","1.61","59%","18","5","11","2","13","1","8","24","10","0",,"0"
"Tottenham","home","win","[{""time"":36,""event"":""goal""},{""time"":48,""event"":""foul""},{""time"":88,""event"":""foul""},{""time"":89,""event"":""foul""},{""time"":96,""event"":""goal""},{""time"":97,""event"":""foul""},{""time"":98,""event"":""foul""}]","2.37","65%","24","8","11","5","16","4","18","19","11","3",,"0"
"Liverpool","away","loss","[{""time"":26,""event"":""foul""},{""time"":34,""event"":""foul""},{""time"":40,""event"":""foul""},{""time"":49,""event"":""goal""},{""time"":65,""event"":""foul""},{""time"":68,""event"":""foul""},{""time"":69,""event"":""foul""},{""time"":87,""event"":""foul""},{""time"":95,""event"":""foul""}]","1.37","35%","12","4","5","6","8","1","15","23","17","6",,"2"
"Bournemouth","home","loss","[]","0.58","42%","8","1","6","0","7","2","10","15","11","4",,
"Arsenal","away","win","[{""time"":17,""event"":""goal""},{""time"":33,""event"":""foul""},{""time"":44,""event"":""goal""},{""time"":53,""event"":""goal""},{""time"":93,""event"":""goal""}]","3.16","58%","15","8","6","1","7","0","13","13","10","1",,
"Everton","home","loss","[{""time"":41,""event"":""goal""}]","2.74","68%","23","5","3","0","18","2","13","35","8","0",,
"Luton","away","win","[{""time"":24,""event"":""goal""},{""time"":31,""event"":""goal""},{""time"":66,""event"":""foul""}]","0.78","32%","9","2","6","1","7","3","10","24","10","4",,
"Manchester Utd","home","loss","[{""time"":10,""event"":""foul""},{""time"":77,""event"":""foul""},{""time"":79,""event"":""foul""}]","1.73","77%","19","4","10","3","15","2","8","31","10","1",,
"Crystal Palace","away","win","[{""time"":25,""event"":""goal""},{""time"":32,""event"":""foul""},{""time"":48,""event"":""foul""}]","0.81","23%","8","2","4","2","6","0","12","17","8","4",,
"Newcastle","home","win","[{""time"":14,""event"":""goal""},{""time"":18,""event"":""foul""},{""time"":76,""event"":""goal""}]","2.98","53%","20","8","5","1","12","1","18","19","7","2",,
"Burnley","away","loss","[{""time"":29,""event"":""foul""},{""time"":40,""event"":""foul""},{""time"":53,""event"":""foul""}]","0.80","47%","8","2","3","3","6","3","8","19","15","6",,
"West Ham","home","win","[{""time"":24,""event"":""goal""},{""time"":37,""event"":""goal""},{""time"":40,""event"":""foul""}]","1.98","52%","20","9","7","1","11","2","12","13","6","2",,
"Sheffield Utd","away","loss","[{""time"":32,""event"":""foul""}]","0.94","48%","16","2","4","1","14","3","8","23","9","7",,
"Wolves","home","win","[{""time"":13,""event"":""goal""},{""time"":24,""event"":""foul""},{""time"":39,""event"":""foul""},{""time"":57,""event"":""foul""},{""time"":66,""event"":""goal""},{""time"":83,""event"":""foul""},{""time"":93,""event"":""foul""},{""time"":97,""event"":""foul""}]","0.39","32%","3","1","0","6","2","2","12","9","18","7",,
"Manchester City","away","loss","[{""time"":17,""event"":""foul""},{""time"":58,""event"":""goal""},{""time"":59,""event"":""foul""},{""time"":63,""event"":""foul""},{""time"":82,""event"":""foul""},{""time"":97,""event"":""foul""}]","0.77","68%","23","8","6","5","15","0","20","26","12","0",,
"Aston Villa","home","win","[{""time"":7,""event"":""foul""},{""time"":14,""event"":""goal""},{""time"":21,""event"":""goal""},{""time"":26,""event"":""goal""},{""time"":32,""event"":""foul""},{""time"":57,""event"":""foul""},{""time"":65,""event"":""goal""},{""time"":85,""event"":""goal""},{""time"":95,""event"":""foul""},{""time"":97,""event"":""goal""}]","1.48","38%","19","9","1","4","10","0","27","21","19","2",,
"Brighton","away","loss","[{""time"":39,""event"":""foul""},{""time"":50,""event"":""goal""},{""time"":72,""event"":""foul""},{""time"":79,""event"":""foul""},{""time"":84,""event"":""foul""}]","1.64","62%","11","3","3","4","8","6","20","8","21","3",,
"Sheffield Utd","home","loss","[{""time"":28,""event"":""foul""},{""time"":34,""event"":""foul""},{""time"":75,""event"":""foul""},{""time"":94,""event"":""foul""}]","0.86","42%","9","1","2","4","8","3","6","7","12","7",,
"Newcastle","away","win","[{""time"":21,""event"":""goal""},{""time"":31,""event"":""goal""},{""time"":35,""event"":""goal""},{""time"":56,""event"":""goal""},{""time"":61,""event"":""goal""},{""time"":68,""event"":""goal""},{""time"":73,""event"":""goal""},{""time"":87,""event"":""goal""}]","3.77","58%","22","15","5","0","7","1","10","11","8","1",,
"Arsenal","home","draw","[{""time"":15,""event"":""foul""},{""time"":26,""event"":""goal""},{""time"":54,""event"":""goal""},{""time"":57,""event"":""foul""},{""time"":67,""event"":""foul""}]","2.14","47%","13","6","11","3","7","2","22","16","12","3",,
"Tottenham","away","draw","[{""time"":15,""event"":""foul""},{""time"":42,""event"":""goal""},{""time"":46,""event"":""foul""},{""time"":46,""event"":""foul""},{""time"":55,""event"":""goal""},{""time"":75,""event"":""foul""}]","1.69","53%","13","5","4","4","8","3","14","18","19","4",,
"Brighton","home","win","[{""time"":37,""event"":""foul""},{""time"":47,""event"":""goal""},{""time"":48,""event"":""foul""},{""time"":46,""event"":""goal""},{""time"":75,""event"":""foul""},{""time"":77,""event"":""goal""}]","1.58","62%","13","4","4","3","9","1","18","14","12","3",,
"Bournemouth","away","loss","[{""time"":25,""event"":""goal""},{""time"":41,""event"":""foul""},{""time"":89,""event"":""foul""},{""time"":96,""event"":""foul""}]","1.41","38%","12","4","4","3","8","1","13","13","17","1",,
"Chelsea","home","loss","[{""time"":50,""event"":""foul""},{""time"":58,""event"":""foul""},{""time"":90,""event"":""foul""}]","1.54","53%","10","4","5","2","6","10","12","13","9","6",,"1"
"Aston Villa","away","win","[{""time"":44,""event"":""foul""},{""time"":73,""event"":""goal""},{""time"":91,""event"":""foul""},{""time"":94,""event"":""foul""}]","1.12","47%","15","7","11","3","8","1","19","13","11","4",,"0"
"Liverpool","home","win","[{""time"":16,""event"":""goal""},{""time"":46,""event"":""foul""},{""time"":60,""event"":""goal""},{""time"":85,""event"":""goal""}]","3.42","64%","22","7","7","0","15","2","11","14","12","3",,
"West Ham","away","loss","[{""time"":36,""event"":""foul""},{""time"":42,""event"":""goal""},{""time"":82,""event"":""foul""}]","1.22","36%","11","4","4","2","7","1","12","14","13","4",,
"Burnley","home","loss","[{""time"":93,""event"":""foul""}]","0.97","62%","12","4","9","1","8","1","14","9","6","3",,
"Manchester Utd","away","win","[{""time"":13,""event"":""foul""},{""time"":25,""event"":""foul""},{""time"":45,""event"":""goal""},{""time"":55,""event"":""foul""}]","0.86","38%","11","4","5","2","7","3","6","16","12","4",,
"Brentford","home","loss","[{""time"":28,""event"":""goal""},{""time"":77,""event"":""foul""},{""time"":82,""event"":""foul""}]","1.16","57%","12","2","1","2","10","3","11","17","9","3",,
"Everton","away","win","[{""time"":1,""event"":""foul""},{""time"":6,""event"":""goal""},{""time"":67,""event"":""goal""},{""time"":71,""event"":""goal""},{""time"":91,""event"":""foul""}]","1.67","43%","18","6","4","2","12","1","12","22","12","1",,
"Crystal Palace","home","draw","[{""time"":21,""event"":""foul""},{""time"":40,""event"":""foul""},{""time"":68,""event"":""foul""}]","0.32","51%","7","3","3","3","4","3","16","13","10","5",,
"Fulham","away","draw","[{""time"":14,""event"":""foul""},{""time"":16,""event"":""foul""}]","0.72","49%","10","5","2","2","5","1","13","15","15","3",,
"Luton","home","draw","[{""time"":65,""event"":""goal""}]","1.80","56%","20","4","10","0","16","1","19","21","12","2",,"0"
"Wolves","away","draw","[{""time"":39,""event"":""foul""},{""time"":46,""event"":""foul""},{""time"":50,""event"":""goal""},{""time"":96,""event"":""foul""}]","0.54","44%","3","3","1","2","0","1","13","12","17","3",,"1"
"Manchester City","home","win","[{""time"":7,""event"":""goal""},{""time"":14,""event"":""goal""},{""time"":18,""event"":""foul""},{""time"":19,""event"":""foul""},{""time"":46,""event"":""foul""},{""time"":58,""event"":""foul""},{""time"":93,""event"":""foul""}]","1.45","57%","7","4","6","3","3","0","20","14","5","3",,"1"
"Nottingham","away","loss","[{""time"":21,""event"":""foul""},{""time"":46,""event"":""foul""},{""time"":46,""event"":""foul""},{""time"":58,""event"":""foul""},{""time"":77,""event"":""foul""},{""time"":81,""event"":""foul""},{""time"":93,""event"":""foul""}]","0.87","43%","10","3","6","7","7","3","5","14","17","2",,"0"
"Nottingham","home","draw","[{""time"":32,""event"":""foul""},{""time"":34,""event"":""foul""},{""time"":61,""event"":""goal""}]","0.73","46%","14","4","5","2","10","2","12","16","16","2",,"0"
"Burnley","away","draw","[{""time"":11,""event"":""foul""},{""time"":41,""event"":""goal""},{""time"":76,""event"":""foul""},{""time"":94,""event"":""foul""},{""time"":95,""event"":""foul""},{""time"":99,""event"":""foul""}]","0.58","54%","10","3","4","3","7","2","17","17","10","3",,"1"
"Everton","home","loss","[{""time"":47,""event"":""foul""}]","0.27","26%","8","1","1","1","7","1","14","12","12","3",,
"Arsenal","away","win","[{""time"":20,""event"":""foul""},{""time"":48,""event"":""foul""},{""time"":69,""event"":""goal""}]","1.09","74%","13","4","11","1","9","4","9","25","10","1",,
"Bournemouth","home","draw","[{""time"":62,""event"":""foul""}]","1.16","36%","13","4","1","1","9","1","21","16","14","6",,
"Chelsea","away","draw","[{""time"":4,""event"":""foul""},{""time"":41,""event"":""foul""},{""time"":76,""event"":""foul""},{""time"":80,""event"":""foul""},{""time"":95,""event"":""foul""}]","1.73","64%","14","6","7","5","8","2","13","14","20","4",,
"Newcastle","home","win","[{""time"":64,""event"":""goal""},{""time"":95,""event"":""foul""},{""time"":95,""event"":""foul""},{""time"":97,""event"":""foul""}]","1.42","56%","9","2","8","3","7","0","12","28","8","2",,
"Brentford","away","loss","[{""time"":33,""event"":""foul""},{""time"":42,""event"":""foul""},{""time"":59,""event"":""foul""},{""time"":64,""event"":""foul""},{""time"":85,""event"":""foul""}]","0.52","44%","11","2","3","5","9","1","6","20","12","1",,
"Aston Villa","home","win","[{""time"":17,""event"":""foul""},{""time"":35,""event"":""foul""},{""time"":49,""event"":""foul""},{""time"":86,""event"":""foul""},{""time"":87,""event"":""goal""},{""time"":98,""event"":""goal""},{""time"":101,""event"":""goal""},{""time"":104,""event"":""foul""},{""time"":105,""event"":""foul""}]","1.56","67%","16","5","4","5","11","1","9","22","13","2",,
"Crystal Palace","away","loss","[{""time"":17,""event"":""foul""},{""time"":47,""event"":""goal""},{""time"":53,""event"":""foul""},{""time"":98,""event"":""foul""}]","1.08","33%","6","3","2","3","3","0","14","17","9","2",,
"Fulham","home","win","[{""time"":40,""event"":""foul""},{""time"":44,""event"":""foul""},{""time"":65,""event"":""goal""}]","1.23","78%","13","2","6","2","11","0","15","24","6","2",,
"Luton","away","loss","[{""time"":27,""event"":""foul""},{""time"":37,""event"":""foul""}]","1.35","22%","7","2","2","2","5","1","6","14","14","1",,
"Manchester Utd","home","loss","[{""time"":40,""event"":""foul""},{""time"":48,""event"":""foul""},{""time"":73,""event"":""goal""},{""time"":92,""event"":""foul""}]","0.95","44%","14","4","8","2","10","4","10","15","8","5",,
"Brighton","away","win","[{""time"":4,""event"":""foul""},{""time"":20,""event"":""goal""},{""time"":24,""event"":""foul""},{""time"":53,""event"":""goal""},{""time"":71,""event"":""goal""}]","1.84","56%","10","8","1","2","2","1","12","10","9","3",,
"Tottenham","home","win","[{""time"":49,""event"":""foul""},{""time"":67,""event"":""foul""},{""time"":69,""event"":""foul""},{""time"":86,""event"":""foul""},{""time"":98,""event"":""goal""},{""time"":100,""event"":""goal""},{""time"":103,""event"":""foul""},{""time"":106,""event"":""foul""}]","1.68","70%","28","10","15","6","18","2","17","27","13","4",,"0"
"Sheffield Utd","away","loss","[{""time"":29,""event"":""foul""},{""time"":41,""event"":""foul""},{""time"":45,""event"":""foul""},{""time"":56,""event"":""foul""},{""time"":63,""event"":""foul""},{""time"":73,""event"":""goal""},{""time"":92,""event"":""foul""},{""time"":104,""event"":""foul""}]","0.61","30%","7","5","2","7","2","3","15","11","14","8",,"1"
"West Ham","home","loss","[{""time"":36,""event"":""goal""},{""time"":38,""event"":""foul""},{""time"":79,""event"":""foul""},{""time"":96,""event"":""foul""}]","0.84","32%","6","3","4","3","3","1","11","11","7","12",,
"Manchester City","away","win","[{""time"":47,""event"":""foul""},{""time"":46,""event"":""goal""},{""time"":76,""event"":""goal""},{""time"":86,""event"":""goal""},{""time"":89,""event"":""foul""}]","3.41","68%","29","15","11","2","14","0","8","14","11","2",,
"Wolves","home","loss","[{""time"":7,""event"":""goal""},{""time"":71,""event"":""foul""}]","0.57","34%","11","2","4","1","9","1","4","23","10","3",,
"Liverpool","away","win","[{""time"":4,""event"":""foul""},{""time"":55,""event"":""goal""},{""time"":85,""event"":""goal""},{""time"":91,""event"":""goal""},{""time"":92,""event"":""foul""},{""time"":92,""event"":""foul""}]","3.00","66%","16","6","4","3","10","0","11","27","4","1",,
"Arsenal","home","win","[{""time"":28,""event"":""goal""},{""time"":40,""event"":""foul""},{""time"":89,""event"":""foul""},{""time"":96,""event"":""goal""},{""time"":101,""event"":""goal""}]","1.41","55%","17","5","12","2","12","2","8","17","8","1",,
"Manchester Utd","away","loss","[{""time"":27,""event"":""goal""},{""time"":38,""event"":""foul""},{""time"":65,""event"":""foul""},{""time"":68,""event"":""foul""},{""time"":88,""event"":""foul""}]","0.94","45%","10","2","3","3","8","1","10","15","7","2",,
"Crystal Palace","home","win","[{""time"":52,""event"":""foul""},{""time"":56,""event"":""goal""},{""time"":78,""event"":""goal""},{""time"":84,""event"":""goal""}]","1.82","43%","16","11","4","1","5","1","14","15","12","2",,
"Wolves","away","loss","[{""time"":24,""event"":""foul""},{""time"":27,""event"":""foul""},{""time"":55,""event"":""foul""},{""time"":65,""event"":""goal""},{""time"":96,""event"":""goal""}]","0.70","57%","12","4","2","3","8","2","11","20","12","8",,
"Liverpool","home","win","[{""time"":3,""event"":""goal""},{""time"":22,""event"":""goal""},{""time"":55,""event"":""goal""}]","1.94","64%","17","4","7","0","13","6","8","12","12","3",,
"Aston Villa","away","loss","[{""time"":26,""event"":""foul""}]","0.67","36%","9","3","3","1","6","1","17","16","7","1",,
"Brighton","home","win","[{""time"":27,""event"":""goal""},{""time"":65,""event"":""goal""},{""time"":70,""event"":""goal""},{""time"":83,""event"":""foul""},{""time"":86,""event"":""foul""},{""time"":95,""event"":""foul""},{""time"":98,""event"":""foul""}]","1.38","56%","15","6","5","4","9","5","17","14","14","1",,
"Newcastle","away","loss","[{""time"":23,""event"":""foul""},{""time"":43,""event"":""foul""},{""time"":68,""event"":""foul""},{""time"":76,""event"":""foul""},{""time"":92,""event"":""goal""}]","1.32","44%","9","2","3","4","7","0","19","14","17","3",,
"Brentford","home","draw","[{""time"":7,""event"":""goal""},{""time"":69,""event"":""foul""},{""time"":93,""event"":""goal""}]","2.91","61%","21","7","5","1","14","1","14","16","6","3",,
"Bournemouth","away","draw","[{""time"":30,""event"":""goal""},{""time"":51,""event"":""foul""},{""time"":64,""event"":""foul""},{""time"":69,""event"":""foul""},{""time"":77,""event"":""goal""}]","2.02","39%","12","5","2","2","7","1","8","18","13","5",,
"Burnley","home","loss","[{""time"":4,""event"":""goal""},{""time"":43,""event"":""foul""},{""time"":57,""event"":""foul""},{""time"":74,""event"":""foul""},{""time"":91,""event"":""foul""},{""time"":94,""event"":""goal""}]","1.34","46%","16","4","7","4","12","2","8","20","15","6",,
"Tottenham","away","win","[{""time"":16,""event"":""goal""},{""time"":28,""event"":""foul""},{""time"":41,""event"":""foul""},{""time"":47,""event"":""goal""},{""time"":54,""event"":""goal""},{""time"":63,""event"":""goal""},{""time"":66,""event"":""goal""}]","2.34","54%","21","11","4","3","10","1","17","10","9","2",,
"Chelsea","home","loss","[{""time"":31,""event"":""foul""},{""time"":36,""event"":""foul""},{""time"":43,""event"":""foul""}]","2.07","76%","21","2","7","3","19","2","12","26","10","2",,
"Nottingham","away","win","[{""time"":41,""event"":""foul""},{""time"":48,""event"":""goal""},{""time"":61,""event"":""foul""},{""time"":86,""event"":""foul""},{""time"":98,""event"":""foul""}]","0.70","24%","7","3","0","4","4","3","14","14","9","2",,
"Manchester City","home","win","[{""time"":31,""event"":""goal""},{""time"":41,""event"":""foul""},{""time"":50,""event"":""goal""},{""time"":58,""event"":""goal""},{""time"":70,""event"":""goal""},{""time"":78,""event"":""foul""},{""time"":95,""event"":""goal""}]","2.11","68%","7","5","4","2","2","1","10","19","12","3",,
"Fulham","away","loss","[{""time"":33,""event"":""goal""},{""time"":43,""event"":""foul""},{""time"":48,""event"":""foul""},{""time"":54,""event"":""foul""},{""time"":69,""event"":""foul""}]","1.37","32%","6","4","5","4","2","1","14","12","12","0",,
"Sheffield Utd","home","draw","[{""time"":33,""event"":""goal""},{""time"":48,""event"":""goal""},{""time"":49,""event"":""foul""}]","0.86","45%","13","8","4","1","5","1","15","26","11","4",,
"Everton","away","draw","[{""time"":9,""event"":""foul""},{""time"":14,""event"":""goal""},{""time"":55,""event"":""goal""},{""time"":73,""event"":""foul""}]","2.62","55%","16","6","6","2","10","2","12","25","13","6",,
"Luton","home","loss","[{""time"":87,""event"":""foul""},{""time"":92,""event"":""goal""}]","1.39","39%","16","1","9","1","15","0","19","21","8","1",,
"West Ham","away","win","[{""time"":37,""event"":""goal""},{""time"":51,""event"":""foul""},{""time"":81,""event"":""foul""},{""time"":85,""event"":""goal""}]","0.91","61%","9","3","6","1","6","6","9","18","13","0",,
"Newcastle","home","loss","[{""time"":25,""event"":""goal""},{""time"":51,""event"":""foul""}]","1.67","60%","23","8","5","1","15","0","11","12","16","2",,"0"
"Liverpool","away","win","[{""time"":6,""event"":""foul""},{""time"":28,""event"":""foul""},{""time"":81,""event"":""goal""},{""time"":85,""event"":""foul""},{""time"":93,""event"":""goal""}]","0.73","40%","9","4","9","2","5","1","16","19","10","7",,"1"
"Burnley","home","loss","[{""time"":39,""event"":""foul""},{""time"":48,""event"":""foul""},{""time"":47,""event"":""goal""}]","0.63","57%","9","2","4","2","7","5","12","15","12","3",,
"Aston Villa","away","win","[{""time"":8,""event"":""goal""},{""time"":20,""event"":""goal""},{""time"":61,""event"":""goal""}]","2.11","43%","16","6","6","0","10","1","17","10","11","1",,
"Sheffield Utd","home","loss","[{""time"":49,""event"":""foul""},{""time"":59,""event"":""foul""},{""time"":78,""event"":""foul""},{""time"":83,""event"":""foul""},{""time"":85,""event"":""goal""}]","0.81","20%","6","2","1","4","4","1","5","7","11","7",,
"Manchester City","away","win","[{""time"":37,""event"":""foul""},{""time"":63,""event"":""goal""},{""time"":88,""event"":""goal""}]","3.98","80%","30","9","12","0","21","2","8","7","2","1",,
"Brighton","home","loss","[{""time"":81,""event"":""goal""},{""time"":88,""event"":""foul""}]","1.42","78%","26","10","17","1","16","1","10","12","10","4",,
"West Ham","away","win","[{""time"":19,""event"":""goal""},{""time"":24,""event"":""foul""},{""time"":46,""event"":""foul""},{""time"":58,""event"":""goal""},{""time"":63,""event"":""goal""},{""time"":89,""event"":""foul""}]","2.40","22%","12","7","4","3","5","2","11","10","9","9",,
"Arsenal","home","draw","[{""time"":70,""event"":""goal""},{""time"":72,""event"":""goal""},{""time"":80,""event"":""foul""}]","3.15","71%","19","11","8","0","8","4","5","17","6","1",,"0"
"Fulham","away","draw","[{""time"":1,""event"":""goal""},{""time"":19,""event"":""foul""},{""time"":50,""event"":""foul""},{""time"":66,""event"":""foul""},{""time"":74,""event"":""foul""},{""time"":74,""event"":""foul""},{""time"":83,""event"":""foul""},{""time"":87,""event"":""goal""},{""time"":100,""event"":""foul""}]","0.55","29%","8","3","3","5","5","1","10","6","5","9",,"1"
"Brentford","home","draw","[{""time"":18,""event"":""goal""}]","0.94","60%","12","1","8",,"11","2","17","16","9","4",,
"Crystal Palace","away","draw","[{""time"":76,""event"":""goal""}]","0.69","40%","15","5","6",,"10","2","11","12","15","0",,
"Everton","home","loss","[{""time"":53,""event"":""foul""},{""time"":62,""event"":""foul""},{""time"":78,""event"":""foul""},{""time"":90,""event"":""foul""}]","1.07","47%","15","7","7","3","8","1","15","22","10","1",,
"Wolves","away","win","[{""time"":29,""event"":""foul""},{""time"":40,""event"":""foul""},{""time"":51,""event"":""foul""},{""time"":68,""event"":""foul""},{""time"":87,""event"":""goal""}]","1.14","53%","11","2","0","4","9","1","11","25","14","7",,
"Manchester Utd","home","win","[{""time"":17,""event"":""goal""},{""time"":52,""event"":""goal""},{""time"":58,""event"":""foul""},{""time"":76,""event"":""goal""},{""time"":82,""event"":""foul""},{""time"":89,""event"":""foul""},{""time"":96,""event"":""foul""}]","2.62","67%","18","9","11","4","9","3","13","14","13","2",,"0"
"Nottingham","away","loss","[{""time"":2,""event"":""goal""},{""time"":4,""event"":""goal""},{""time"":44,""event"":""foul""},{""time"":47,""event"":""foul""},{""time"":62,""event"":""foul""},{""time"":67,""event"":""foul""},{""time"":96,""event"":""foul""}]","1.02","33%","9","4","3","4","5","2","16","14","11","6",,"1"
"Bournemouth","home","loss","[{""time"":46,""event"":""foul""}]","0.69","43%","11","3","6","1","8","3","11","22","18","4",,
"Tottenham","away","win","[{""time"":17,""event"":""goal""},{""time"":53,""event"":""foul""},{""time"":54,""event"":""foul""},{""time"":63,""event"":""goal""},{""time"":71,""event"":""foul""}]","1.66","57%","17","6","2","3","11","0","21","18","11","3",,
"Chelsea","home","win","[{""time"":17,""event"":""goal""},{""time"":68,""event"":""goal""},{""time"":73,""event"":""foul""},{""time"":75,""event"":""goal""},{""time"":90,""event"":""foul""}]","2.17","67%","19","8","6","2","11","0","12","14","15","1",,
"Luton","away","loss","[{""time"":27,""event"":""foul""},{""time"":30,""event"":""foul""},{""time"":78,""event"":""foul""}]","0.43","33%","11","1","4","3","10","0","15","9","12","5",,
"Crystal Palace","home","loss","[{""time"":27,""event"":""foul""},{""time"":91,""event"":""foul""}]","0.90","46%","14","2","1","2","12","0","12","15","14","2",,"0"
"Arsenal","away","win","[{""time"":53,""event"":""goal""},{""time"":60,""event"":""foul""},{""time"":67,""event"":""foul""},{""time"":94,""event"":""foul""}]","1.88","54%","14","3","8","3","11","2","14","11","10","2",,"1"
"West Ham","home","win","[{""time"":7,""event"":""goal""},{""time"":13,""event"":""foul""},{""time"":35,""event"":""foul""},{""time"":45,""event"":""foul""},{""time"":53,""event"":""goal""},{""time"":67,""event"":""foul""},{""time"":95,""event"":""goal""}]","1.96","24%","12","6","3","4","6","3","11","16","12","3",,"1"
"Chelsea","away","loss","[{""time"":28,""event"":""goal""},{""time"":36,""event"":""foul""},{""time"":40,""event"":""foul""},{""time"":43,""event"":""foul""},{""time"":72,""event"":""foul""}]","2.34","76%","17","4","9","3","13","2","15","15","9","3",,"0"
"Aston Villa","home","win","[{""time"":14,""event"":""foul""},{""time"":18,""event"":""goal""},{""time"":24,""event"":""goal""},{""time"":33,""event"":""foul""},{""time"":51,""event"":""goal""},{""time"":75,""event"":""goal""},{""time"":89,""event"":""foul""}]","3.17","60%","13","7","7","3","6","1","12","15","8","2",,
"Everton","away","loss","[{""time"":24,""event"":""foul""},{""time"":49,""event"":""foul""},{""time"":54,""event"":""foul""},{""time"":86,""event"":""foul""}]","0.71","40%","9","2","6","4","7","1","9","14","12","3",,
"Manchester City","home","win","[{""time"":31,""event"":""goal""},{""time"":46,""event"":""foul""}]","0.96","59%","14","4","3","1","10","1","15","16","12","1",,
"Newcastle","away","loss","[{""time"":24,""event"":""foul""},{""time"":34,""event"":""foul""},{""time"":54,""event"":""foul""},{""time"":58,""event"":""foul""},{""time"":71,""event"":""foul""}]","0.25","41%","7","1","0","5","6","4","13","13","11","3",,
"Tottenham","home","win","[{""time"":49,""event"":""goal""},{""time"":63,""event"":""foul""},{""time"":83,""event"":""goal""}]","1.91","56%","17","6","5","1","11","1","12","19","9","6",,
"Manchester Utd","away","loss","[{""time"":33,""event"":""foul""},{""time"":38,""event"":""foul""},{""time"":39,""event"":""foul""}]","1.94","44%","22","6","6","3","16","4","10","16","8","4",,
"Fulham","home","loss","[{""time"":48,""event"":""foul""},{""time"":64,""event"":""foul""},{""time"":64,""event"":""foul""},{""time"":67,""event"":""foul""},{""time"":85,""event"":""foul""}]","0.50","55%","10","2","5","4","8","1",,,"13","5",,"1"
"Brentford","away","win","[{""time"":41,""event"":""foul""},{""time"":44,""event"":""goal""},{""time"":61,""event"":""foul""},{""time"":66,""event"":""goal""},{""time"":92,""event"":""goal""}]","3.49","45%","17","8","5","2","9","4",,,"12","2",,"0"
"Liverpool","home","win","[{""time"":9,""event"":""foul""},{""time"":28,""event"":""goal""},{""time"":36,""event"":""foul""},{""time"":36,""event"":""goal""},{""time"":58,""event"":""foul""},{""time"":62,""event"":""goal""}]","2.64","65%","26","10","10","1","16","1","9",,"11","4",,"1"
"Bournemouth","away","loss","[{""time"":3,""event"":""goal""},{""time"":16,""event"":""foul""},{""time"":26,""event"":""foul""},{""time"":35,""event"":""foul""}]","1.52","35%","13","5","2","3","8","3","5",,"13","7",,"0"
"Wolves","home","loss","[{""time"":17,""event"":""foul""},{""time"":61,""event"":""goal""},{""time"":63,""event"":""foul""},{""time"":76,""event"":""foul""},{""time"":88,""event"":""foul""},{""time"":95,""event"":""foul""}]","1.82","45%","16","5","5","5","11","4",,,"13","4",,"1"
